UPC,Item_Number,Quantity_NC,Quantity_AZ,Total,Dealer Price,Sale Price
8053675915881,FX-526LEBR,7,0,7,,
8053675917861,FX-526LECOP,4,4,8,,
8053675914907,FX-526TCBL,4,0,4,,
737214262770,FX-527CF,0,0,0,,
8053675916055,FX-527TI,0,0,0,,
8053675916062,FX-527TIPVD,4,0,4,,
737214262497,FX-528,0,0,0,,
8053675907077,FX-528B,0,4,4,,
737214262862,FX-535BLB,12,5,17,,
8053675910954,FX-535OB,10,5,15,,
8053675912903,FX-536,10,20,30,,
8053675912880,FX-536CBB,2,7,9,,
737214262374,FX-550CFB,0,3,3,,
8053675916178,FX-550G10B,0,0,0,,
8053675916161,FX-550G10OD,3,1,4,,
8053675915065,FX-550TI,3,0,3,,
8053675915041,FX-550TIB,4,0,4,,
737214263081,FX-591,10,5,15,,
8053675910787,FX-598,11,7,18,,
8053675032373,FX-599,5,1,6,,
737214263104,FX-599TIC,6,5,11,,
8053675908135,FX-599TICS,8,4,12,,
8053675910909,FX-604,12,3,15,,
8053675915904,FX-608B,15,2,17,,
8053675915898,FX-608BL,5,5,10,,
8053675917823,FX-608CF,11,1,12,,
8053675917847,FX-608MC,9,9,18,,
8053675915911,FX-608OR,7,3,10,,
8053675915928,FX-608R,5,0,5,,
8053675917830,FX-608TI,7,4,11,,
737214262695,FX-609OD,20,5,25,,
8053675915201,FX-620B,10,8,18,,
8053675917724,FX-633,14,3,17,,
8053675917717,FX-633MOD,10,0,10,,
8053675917748,FX-634,17,3,20,,
8053675917755,FX-634MOD,13,8,21,,
8053675901570,FX-BR322,14,4,18,,
8053675032434,FX-MTF5,18,12,30,,
149780006328,FT0462,99,99,198,,
149780063604,FT0491,86,31,117,,
149780064069,FT0495,99,40,139,,
609224347603,12108-GEM,0,0,0,,
609224347610,12109,0,0,0,,
609728889609,12110,0,0,0,,
609224345906,12111,0,0,0,,
609224347849,12116,0,0,0,,
609224347856,12118,0,0,0,,
609224347627,12120,0,0,0,,
609224346989,12126,0,0,0,,
609728889661,12127,0,0,0,,
609728889692,12128,0,0,0,,
609224347832,12129,0,0,0,,
022188891898,13549,0,0,0,,
022188893779,13700-GEM,0,0,0,,
643477862759,GFMAG1012,13,1,14,29.99,
643477862742,GF5RND,0,0,0,28.99,
643477862780,GF11220B,0,0,0,199.99,
643477863237,GF11228WBNZ,0,0,0,239.99,
643477863244,GF11228WTG,0,0,0,239.99,
643477864333,GF12SXS20,0,0,0,639.99,
643477863107,GF25-USA,0,0,0,359.99,
643477863633,GF2P12L,0,0,0,199.99,
643477863640,GF2P12LFDE,13,0,13,209.99,
643477863657,GF2P12LODG,0,0,0,209.99,
643477863664,GF2P12LTG,0,0,0,209.99,
643477862902,GF2P2020,0,0,0,184.99,
,GF3P2020,0,0,0,,
643477862988,GF3PNW1220,0,0,0,249.99,
643477862995,GF3PNW2020,0,0,0,249.99,
643477862728,BR991220DLX,0,0,0,259.99,
643477863992,GFLVR20SKBB,1,0,1,669.99,
643477863954,GFLVR20SKFDE,2,1,3,669.99,
643477863930,GFLVR20SKSS,10,0,10,669.99,
643477863879,GFLVR20SKUSA,21,13,34,669.99,
643477863916,GFLVR20SS,0,0,0,499.99,
643477863893,GFLVR20SSTAC,6,4,10,559.99,
643477863909,GFLVR24SS,25,33,58,499.99,
643477863541,GFLVR410,26,17,43,524.99,
643477863510,GLVR410NKL,32,14,46,524.99,
643477863534,GFLVR410NKLS,0,10,10,524.99,
643477863558,GFLVR410S,22,7,29,524.99,
643477862926,GFP31220WNT,14,3,17,224.99,
643477863008,GFP32020WNT,0,0,0,224.99,
643477863015,GFP32028WNT,0,2,2,224.99,
643477862896,GFP3N1220,0,0,0,239.99,
643477862919,GFP312-3N1,16,99,115,289.99,199.99
643477863213,GFSB2022,0,0,0,104.99,
643477863220,GFSB41022,0,0,0,104.99,
643477864425,GFY1-RE,0,0,0,324.99,
643477863114,GFY1-USA,0,0,0,324.99,
643477864043,GFY1-USBNZ,0,0,0,324.99,
643477862773,GFY11220,0,23,23,299.99,
643477862872,GF251220,99,99,198,384.99,
643477862803,GF3T1220,0,0,0,144.99,
643477863978,GFLVR20SKSSFL,0,5,5,724.99,
643477864029,GFLVR24SKBEN,3,4,7,749.99,
643477864005,GFLVR24SKCAM,7,9,16,749.99,
643477863947,GFLVR24SKFDE,0,0,0,724.99,
643477863923,GFLVR24SKSS,8,12,20,724.99,
643477863862,GFLVR24SKUSA,9,3,12,749.99,
643477863886,GFLVR24SSTAC,0,0,0,559.99,
643477862933,GFP31228WNT,0,41,41,224.99,
643477861813,GF001220,99,15,114,384.99,274.99
643477862810,GF00S1220,99,99,198,384.99,
643477863794,GFLVR41CFDE,91,43,134,529.99,
643477863800,GFLVR41CFDES,58,54,112,529.99,
643477862940,GFP3W12-2N1,0,0,0,269.99,
643477862957,GFS161228,0,0,0,344.99,
643477862964,GFS162028,0,0,0,344.99,
643477862971,GFS1641028,0,0,0,344.99,
643477862858,GFY11220-FDE,32,0,32,334.99,
643477862865,GFY11220-TG,7,5,12,334.99,
850386008141,ACG-00814,52,7,59,419.99,399.99
850386008158,ACG-00815,99,99,198,459.99,439.99
850386008196,ACG-00819,5,18,23,419.99,399.99
850386008257,ACG-00825,99,29,128,459.99,439.99
850386008349,ACG-00834,14,26,40,419.99,399.99
850386008356,ACG-00835,99,44,143,459.99,439.99
850386008370,ACG-00837,24,11,35,419.99,399.99
850386008462,ACG-00846,36,0,36,419.99,399.99
850386008479,ACG-00847,51,22,73,459.99,439.99
850386008493,ACG-00849,16,14,30,419.99,399.99
850386008509,ACG-00850,22,11,33,459.99,439.99
850386008523,ACG-00852,41,6,47,419.99,399.99
850386008530,ACG-00853,59,9,68,459.99,439.99
850386008554,ACG-00855,21,4,25,419.99,399.99
850386008561,ACG-00856,48,0,48,459.99,
850386008585,ACG-00858,99,53,152,459.99,409.99
850386008615,ACG-00861,0,0,0,459.99,439.99
850386008622,ACG-00862,95,0,95,459.99,439.99
850386008639,ACG-00863,1,0,1,459.99,439.99
850386008646,ACG-00864,44,0,44,459.99,439.99
850386008653,ACG-00865,99,0,99,459.99,439.99
850386008660,ACG-00866,16,39,55,459.99,439.99
850386008691,ACG-00869,0,0,0,459.99,439.99
850386008707,ACG-00870,27,0,27,459.99,439.99
850016570048,ACG-57004,46,35,81,449.99,429.99
850016570055,ACG-57005,16,5,21,449.99,429.99
850016570109,ACG-57010,0,0,0,459.99,439.99
850016570130,ACG-57013,99,19,118,549.99,499.99
850016570147,ACG-57014,26,11,37,549.99,524.99
850016570154,ACG-57015,10,11,21,549.99,524.99
850016570178,ACG-57017,17,14,31,529.99,509.99
850016570185,ACG-57018,51,42,93,529.99,509.99
850016570208,ACG-57020,0,11,11,549.99,524.99
850016570215,ACG-57021,20,20,40,549.99,524.99
850016570222,ACG-57022,0,8,8,549.99,524.99
850016570239,ACG-57023,22,9,31,549.99,524.99
850016570246,ACG-57024,43,0,43,549.99,524.99
850016570253,ACG-57025,30,5,35,549.99,524.99
850016570260,ACG-57026,0,0,0,549.99,524.99
850016570277,ACG-57027,43,12,55,549.99,524.99
850016570284,ACG-57028,0,11,11,549.99,524.99
850016570314,ACG-57031,37,35,72,529.99,509.99
850016570321,ACG-57032,54,4,58,529.99,509.99
850016570338,ACG-57033,54,4,58,549.99,524.99
850016570345,ACG-57034,63,75,138,549.99,524.99
850016570369,ACG-57036,99,62,161,529.99,509.99
850016570468,ACG-57046,34,0,34,459.99,439.99
850016570475,ACG-57047,47,37,84,459.99,439.99
850016570482,ACG-57048,99,0,99,379.99,
850016570499,ACG-57049,99,0,99,379.99,
850016570536,ACG-57053,0,0,0,529.99,
850016570550,ACG-57055,61,32,93,419.99,399.99
850016570635,ACG-57063,35,0,35,459.99,439.99
850016570673,ACG-57067,99,0,99,549.99,524.99
850016570697,ACG-57069,0,0,0,489.99,484.99
850016570703,ACG-57070,0,0,0,489.99,484.99
850016570710,ACG-57071,0,4,4,479.99,469.99
850016570727,ACG-57072,3,0,3,459.99,439.99
850016570734,ACG-57073,58,36,94,529.99,509.99
850016570741,ACG-57074,30,0,30,529.99,509.99
850016570758,ACG-57075,50,19,69,549.99,524.99
850016570765,ACG-57076,0,0,0,479.99,469.99
850016570772,ACG-57077,0,3,3,479.99,469.99
850016570789,ACG-57078,0,0,0,479.99,469.99
850016570796,ACG-57079,2,49,51,549.99,524.99
850016570802,ACG-57080,99,75,174,549.99,524.99
764503043710,PA225S201MOS,70,49,119,546.0,546.0
764503037085,PA175S201,99,99,198,475.0,475.0
764503037108,PA175S203,0,9,9,475.0,475.0
764503037238,PA195S201,0,99,99,475.0,475.0
764503030819,PA195S201MOS,99,99,198,546.0,546.0
764503037252,PA195S203,2,0,2,475.0,475.0
764503030826,PA195S203MOS,0,0,0,546.0,546.0
764503054228,PA205S201MOS,0,0,0,546.0,546.0
764503054273,PA205S203MOS,0,0,0,546.0,546.0
764503054372,PA215S201MOS,0,0,0,546.0,546.0
764503054419,PA215S203MOS,0,0,0,546.0,546.0
764503043703,PA225S201,69,51,120,475.0,475.0
764503043727,PA225S203,99,90,189,475.0,475.0
764503043734,PA225S203MOS,99,45,144,546.0,546.0
764503043895,PA235S201,60,64,124,475.0,475.0
764503043901,PA235S201MOS,22,32,54,546.0,546.0
764503043918,PA235S203,0,0,0,475.0,475.0
764503043925,PA235S203MOS,0,0,0,546.0,546.0
764503044076,PA275S201,71,0,71,475.0,475.0
764503030017,PA343S101MOS,74,18,92,624.0,624.0
764503030024,PA343S103MOS,0,0,0,624.0,624.0
764503030918,PA455S201,99,48,147,475.0,475.0
764503034152,PA455S201MOS,35,99,134,546.0,546.0
764503030895,PA455S203,0,99,99,475.0,475.0
764503034183,PA455S203MOS,0,0,0,546.0,546.0
764503053597,PA475203MOS,0,0,0,546.0,546.0
764503053580,PA475S201MOS,0,0,0,546.0,546.0
764503032653,PA4850201,99,99,198,394.0,394.0
764503046636,PA4850201FRMOS,0,0,0,427.0,427.0
764503662010,PF20502-01,0,0,0,481.0,481.0
764503662034,PF20502-03,99,99,198,481.0,481.0
764503072017,PF-21502-01,99,99,198,481.0,481.0
764503072031,PF-21502-03,94,62,156,481.0,481.0
764503672019,PF29502-03,99,88,187,481.0,481.0
764503032011,PF3050201,99,99,198,481.0,481.0
764503802034,PG-20502-03,99,99,198,510.0,510.0
764503752018,PG-29502-01,99,96,195,510.0,510.0
764503762017,PG-30502-01,5,45,50,481.0,481.0
764503702013,PG-31502-01,0,0,0,440.0,440.0
764503016523,PG-31502-03,0,0,0,440.0,440.0
764503742019,PG-32502-01,0,0,0,440.0,440.0
764503742033,PG-32502-03,0,0,0,440.0,440.0
764503812019,PG-33502-01,0,0,0,440.0,440.0
764503682018,PG-37502,15,10,25,484.0,484.0
764503002656,PG40301-01-MOS,0,0,0,616.0,616.0
764503002670,PG40301-03-MOS,99,68,167,616.0,616.0
764503910722,PG-41301-01,99,62,161,525.0,525.0
764503910739,PG-41301-03,99,84,183,525.0,525.0
764503822018,PH3050201,99,50,149,481.0,481.0
764503175022,17002-10,99,99,198,440.0,440.0
764503502170,PI-17502-03,94,99,193,440.0,440.0
764503195020,19002-10,99,99,198,440.0,440.0
764503502194,PI-19502-03,66,43,109,440.0,440.0
764503225024,22002-10,99,99,198,440.0,440.0
764503502224,PI-22502-03,99,72,171,440.0,440.0
764503235023,23002-10,99,63,162,440.0,440.0
764503502231,PI-23502-03,18,14,32,440.0,440.0
764503265020,PI-26502,99,99,198,440.0,440.0
764503275029,PI-27502,0,0,0,440.0,440.0
764503315022,31502-2,7,0,7,440.0,440.0
764503335020,33502-0,0,0,0,440.0,440.0
764503343018,34301-8,20,0,20,525.0,525.0
764503301346,PI-34301-03,31,13,44,525.0,525.0
764503353017,PI-35301,18,0,18,525.0,525.0
764503301353,PI-35301-03,26,8,34,525.0,525.0
764503913884,PI-36502-01-FGR,52,12,64,481.0,481.0
764503375026,PI-37502,11,6,17,455.0,455.0
764503385025,PI-38502-01,0,2,2,455.0,455.0
764503395024,PI-39502-01,0,7,7,455.0,455.0
764503028816,PX1950701,95,16,111,518.0,518.0
764503026911,PX1950703,0,0,0,518.0,518.0
764503037894,PX4350201,0,0,0,394.0,394.0
764503046629,PX4350201FRMOS,0,0,0,427.0,427.0
764503037337,UA265S201,99,99,198,475.0,475.0
764503035920,UA4450101,99,99,198,316.0,316.0
764503049996,UA4850201FRMOS,0,0,0,427.0,427.0
764503913631,UG2150201,99,99,198,481.0,481.0
764503913648,UG2150203,0,0,0,481.0,481.0
764503913853,UG41301-01-MOS,99,81,180,587.0,587.0
764503913860,UG41301-03-MOS,20,64,84,587.0,587.0
764503048746,UI3430103,99,99,198,525.0,525.0
764503910616,UI-42502-01,99,0,99,351.0,351.0
764503913358,UI-43502-01,99,99,198,394.0,394.0
764503035883,33377,78,99,177,19.99,18.99
764503015595,33812,0,0,0,19.99,18.99
764503015656,33814,99,99,198,19.99,18.99
764503026683,47289,0,83,83,19.99,18.99
764503026690,47290,99,87,186,19.99,18.99
764503027345,47458,99,99,198,,
764503027352,47459,78,30,108,,
764503027369,47460,99,99,198,,
764503027376,47461,65,25,90,,
764503027383,47462,82,44,126,30.99,27.99
764503027390,47463,99,99,198,,
764503027857,47487,99,99,198,19.99,18.99
764503027864,47488,99,99,198,,
764503035876,47702,44,30,74,26.99,23.99
764503030765,47779,99,99,198,19.99,18.99
764503035890,47818,99,0,99,19.99,18.99
764503035913,47908,0,87,87,19.99,18.99
764503052163,65971,99,99,198,30.99,27.99
764503002854,MF00285,29,63,92,26.99,23.99
764503067815,MF06781,39,43,82,26.99,23.99
764503088209,MF08820,7,15,22,26.99,23.99
764503911576,MF08833,35,16,51,26.99,23.99
764503003950,MF08855,7,4,11,26.99,23.99
764503100178,MF10017,99,99,198,19.99,18.99
764503100192,MF10019,6,99,105,19.99,18.99
764503100208,MF10020,64,99,163,19.99,18.99
764503100215,MF10021,43,99,142,19.99,18.99
764503100222,MF10022,99,99,198,19.99,18.99
764503100239,MF10023,3,78,81,19.99,18.99
764503100314,MF10031,3,9,12,19.99,18.99
764503914225,MF17015B,0,0,0,19.99,
764503170171,MF17017,99,0,99,19.99,18.99
764503190155,MF19015,99,99,198,19.99,18.99
764503200151,MF20015,99,91,190,19.99,18.99
764503210136,MF21013,0,0,0,19.99,18.99
764503220159,MF22015,0,0,0,19.99,18.99
764503220227,MF22022,0,0,0,30.99,27.99
764503230134,MF23013,99,54,153,19.99,18.99
764503260100,MF26010,30,99,129,19.99,18.99
764503270093,MF27009,16,99,115,19.99,18.99
764503290107,MF29010,0,86,86,19.99,18.99
764503300103,MF30010,86,71,157,19.99,18.99
764503310157,MF31015,5,0,5,19.99,18.99
764503320132,MF32013,2,0,2,19.99,18.99
764503009273,MF33009,0,18,18,,
764503360060,MF36006,50,34,84,19.99,18.99
764503370106,MF37010,14,2,16,19.99,18.99
764503380082,MF38008,0,19,19,19.99,18.99
764503911118,MF42006,99,55,154,19.99,18.99
764503003967,MF43006,99,99,198,19.99,18.99
764503041983,50480,0,0,0,139.99,136.99
764503053856,70272,0,0,0,75.0,75.0
764503000607,AD00060,99,96,195,5.0,5.0
764503911613,AP60219,95,0,95,25.0,23.99
764503602146,AP60220,99,99,198,21.0,18.99
764503029035,AP60300,99,0,99,15.0,13.99
764503029042,AP60301,0,0,0,15.0,13.99
764503023521,AS02000,99,99,198,40.0,38.99
764503023538,AS02001,99,99,198,40.0,38.99
712456987167,AS10064,99,99,198,,
764503170706,ET17070,13,0,13,34.0,32.99
764503170430,17043-0,0,0,0,9.0,5.99
764503030802,03080-2,0,9,9,7.0,5.99
764503170768,17076-8,10,10,20,7.0,5.99
764503031663,TAC3166,23,11,34,75.0,64.99
764503172816,KB17281,0,0,0,24.0,22.99
764503007118,KD039179,0,3,3,24.0,22.99
764503007125,KG039180,99,99,198,24.0,22.99
764503007132,KF039181,99,22,121,24.0,22.99
764503912900,G304AUT,0,0,0,459.99,
,G43XAUT,0,0,0,,
850386008387,ACG-00838,99,0,99,459.99,409.99
850016570079,ACG-57007,29,6,35,459.99,439.99
850016570093,ACG-57009,70,0,70,459.99,409.99
850016570161,ACG-57016,76,27,103,549.99,
850016570192,ACG-57019,30,8,38,549.99,479.99
850016570352,ACG-57035,80,0,80,529.99,479.99
850016570574,ACG-57057,8,0,8,459.99,439.99
850016570581,ACG-57058,99,34,133,549.99,479.99
850016570598,ACG-57059,99,27,126,549.99,479.99
850016570604,ACG-57060,99,0,99,549.99,479.99
850016570628,ACG-57062,69,0,69,549.99,479.99
850016570666,ACG-57066,99,13,112,549.99,479.99
850016570680,ACG-57068,58,0,58,459.99,409.99
764503050350,G19X17AUT,0,0,0,504.99,
764503912955,G31415AUT,0,0,0,452.99,
764503037412,UA175S203,0,99,99,475.0,475.0
764503914683,UG4130103,60,0,60,561.0,561.0
764503001246,UI-26502-01,43,0,43,440.0,440.0
764503035944,PA173S302MOSAB,0,0,0,,
764503805028,PG20502,0,25,25,,
764503011016,PG20507,0,20,20,,
764503913778,UG2150202,0,17,17,,
764503913785,UG2150702,0,9,9,,
764503001109,UI1750202,0,42,42,,
764503175008,UI1750200,0,22,22,,
764503037092,PA175S202,0,36,36,,
764503037153,PA175S302AB,0,6,6,,
764503037191,PA175S702,0,22,22,,
764503037245,PA195S202,0,48,48,,
764503030437,PA195S202MOS,0,50,50,,
764503037283,PA195S302AB,0,10,10,,
764503029745,PA195S302MOSAB,0,32,32,,
764503037313,PA195S702,0,24,24,,
764503029721,PA195S702MOS,0,14,14,,
764503054266,PA205S202MOS,0,5,5,,
764503055225,PA205S302MOSAB,0,0,0,,
764503054358,PA205S702MOS,0,4,4,,
764503054402,PA215S202MOS,0,0,0,,
764503054471,PA215S302MOSAB,0,0,0,,
764503054518,PA215S702MOS,0,9,9,,
764503035685,PA225S202,0,1,1,,
764503039683,PA225S202MOS,0,0,0,,
764503043826,PA225S702,0,2,2,,
764503035692,PA235S202,0,9,9,,
764503039690,PA235S202MOS,0,7,7,,
764503044014,PA235S702,0,7,7,,
764503035708,PA275S202,0,5,5,,
764503044090,PA275S302AB,0,10,10,,
764503044113,PA275S702,0,14,14,,
764503029967,PA343S102MOS,0,0,0,,
764503030000,PA343S202MOS,0,1,1,,
764503029899,PA343S302MOSAB,0,11,11,,
764503029912,PA343S702MOS,0,9,9,,
764503029974,PA345S200MOS,0,13,13,,
764503029981,PA345S202MOS,0,2,2,,
764503029875,PA345S302MOSAB,0,9,9,,
764503029936,PA345S702MOS,0,22,22,,
764503030901,PA455S202,0,27,27,,
764503034411,PA455S202MOS,0,0,0,,
764503030970,PA455S302AB,0,22,22,,
764503034435,PA455S302MOSAB,0,0,0,,
764503030949,PA455S702,0,27,27,,
764503034428,PA455S702MOS,0,2,2,,
764503048487,PA475S202MOS,0,48,48,,
764503053641,PA475S302MOSAB,0,23,23,,
764503053634,PA475S702MOS,0,65,65,,
764503031755,PA4850202,0,27,27,,
764503046674,PA4850202FRMOS,0,34,34,,
764503032677,PA4850302AB,0,8,8,,
764503046698,PA4850302FRMOSA,0,55,55,,
764503032691,PA4850702,0,11,11,,
764503046681,PA4850702FRMOS,0,43,43,,
764503662027,PF2050202,0,9,9,,
764503072024,PF21502,0,12,12,,
764503014710,PF2150200,0,5,5,,
764503672026,PF2950202,0,9,9,,
764503027048,PF3050202,0,3,3,,
764503037023,PF3050702,0,5,5,,
764503755026,PG2950202,0,2,2,,
764503765025,PG30502,0,9,9,,
764503702020,PG3150202,0,8,8,,
764503815027,PG33502,0,2,2,,
764503914768,PG4050202MOS,0,1,1,,
764503910272,PG4150202,0,8,8,,
764503822025,PH30502,0,2,2,,
764503827020,PH30507,0,4,4,,
764503017391,PI1750200,0,49,49,,
764503017469,PI1950200,0,86,86,,
764503017582,PI2250200,0,1,1,,
764503008412,PI2350200,0,3,3,,
764503262029,PI26502,0,23,23,,
764503272028,PI27502,0,5,5,,
764503009419,PI31502,0,7,7,,
764503009563,PI32502,0,5,5,,
764503335020,PI33502,0,7,7,440.0,440.0
764503017902,PI3450200,0,10,10,,
764503355011,PI3550100,0,0,0,,
764503913891,PI3650202FGR,0,0,0,,
764503177002,PN1750700,0,10,10,,
764503197024,PN1950700,0,10,10,,
764503227028,PN22507,0,15,15,,
764503237003,PN2350700,0,7,7,,
764503009099,PN26507,0,9,9,,
764503009259,PN27507,0,11,11,,
764503027109,PX1950702,0,29,29,,
764503037900,PX4350202,0,91,91,,
764503046643,PX4350202FRMOS,0,49,49,,
764503037924,PX4350302AB,0,20,20,,
764503046667,PX4350302FRMOSA,1,67,68,,
764503037948,PX4350702,0,23,23,,
764503046650,PX4350702FRMOS,0,0,0,,
764503037344,UA265S202,0,8,8,,
764503037368,UA265S302AB,0,7,7,,
764503037382,UA265S702,0,10,10,,
764503005411,UG4150202MOS,0,5,5,,
764503910609,UI4250202,0,52,52,,
764503913365,UI4350202,0,18,18,,
764503913341,UI4350702,0,4,4,,
764503913112,G374AUT,2,0,2,474.99,
850023124067,DAV-12406,0,0,0,569.99,
850023124234,DAV-12423,0,0,0,499.99,
850023124418,DAV-12441,0,0,0,529.99,
0850023124548,DAV-12454,0,0,0,539.99,
196852132096,13209-TL,0,0,0,579.99,
196852158997,15899,0,0,0,519.99,
196852394746,39474,0,0,0,519.99,
196852805778,80577,0,0,0,579.99,
764503914430,G20415AUT,99,0,99,489.99,
764503032301,G294AUT,0,0,0,489.99,
764503053504,PA195S301UC,0,0,0,479.99,479.99
764503053511,PA195S301UCA,0,0,0,499.99,499.99
764503053535,PA195S303UCA,0,0,0,499.99,
764503053528,PA195S303UC,0,0,0,479.99,479.99
764503054075,PA453S3B7MOS6H2,0,0,0,949.99,949.99
764503053542,PA455S301UC,0,0,0,479.99,479.99
764503053832,PA455S301UCA,6,13,19,499.99,499.99
764503053559,PA455S303UC,99,99,198,479.99,479.99
764503053849,PA455S303UCA,99,75,174,499.99,499.99
764503572173,PI-17572-03,99,99,198,440.0,440.0
764503572197,PI-19572-03,0,77,77,440.0,440.0
764503225727,PI2257201,99,99,198,440.0,440.0
764503572227,PI-22572-03,99,99,198,440.0,440.0
764503235726,PI2357201,99,79,178,440.0,440.0
764503572234,PI-23572-03,99,99,198,440.0,440.0
764503275722,PI-27572,0,26,26,440.0,440.0
764503020490,PI4357201,36,99,135,394.0,394.0
764503053566,PX4350301UC,55,99,154,449.99,449.99
764503051319,UA4450301AOTB,0,20,20,419.99,419.99
764503914362,UG1759201,0,11,11,459.99,459.99
764503914515,UG1759203,0,80,80,459.99,459.99
764503914522,UG1959201,0,0,0,459.99,459.99
764503914539,UG1959203,0,0,0,459.99,459.99
764503051326,UX4350201FRMOSC,0,0,0,629.99,629.99
946845645825,2919,0,0,0,,
,USD-GLK-22-2-N,0,0,0,,
850040234022,GSGMGLK17,0,0,0,75.0,
850040234039,GSGMGLK19,0,0,0,75.0,
850040234008,GSMSGLK17,0,0,0,60.0,
850040234015,GSMSGLK19,0,0,0,60.0,
642230261341,81000018,5,2,7,629.0,
642230261358,81000019,0,3,3,699.0,
642230261372,81000020,0,0,0,629.0,
642230261389,81000021,3,0,3,699.0,
642230261365,81000022,0,0,0,759.0,
642230261273,81000026,16,13,29,629.0,
642230261280,81000027,0,0,0,699.0,
642230261310,81000030,0,0,0,759.0,
642230261334,81000032,0,0,0,759.0,
642230261129,81000039,6,3,9,679.0,
642230261143,81000040,3,0,3,769.0,
642230261570,81000041,2,2,4,679.0,
642230261150,81000043,0,0,0,679.0,
642230261174,81000044,2,0,2,769.0,
642230261440,81000045,0,0,0,679.0,
642230260788,81000047,4,1,5,679.0,
642230260801,81000048,3,0,3,769.0,
642230261457,81000049,4,5,9,679.0,
642230260818,81000051,1,1,2,679.0,
642230260832,81000052,4,0,4,769.0,
642230261181,81000053,2,0,2,679.0,
642230261198,81000054,8,0,8,769.0,
642230261204,81000055,2,0,2,679.0,
642230261211,81000056,4,1,5,769.0,
642230260849,81000057,14,0,14,679.0,
642230260856,81000058,0,0,0,769.0,
642230260863,81000059,2,0,2,679.0,
642230260870,81000060,1,1,2,769.0,
642230258198,81000061,0,0,0,679.0,
642230258211,81000062,0,0,0,769.99,
642230258181,81000063,0,0,0,679.0,
642230258204,81000064,0,0,0,769.99,
642230261587,81000078,0,0,0,2039.0,
642230261228,81000080,0,0,0,2039.0,
642230253353,81000084,3,1,4,629.0,
642230253414,81000085,5,1,6,709.0,
642230261877,81000086,0,1,1,629.0,
642230253445,81000087,1,2,3,709.0,
642230261839,81000088,0,0,0,629.0,
642230261846,81000089,9,4,13,709.0,
642230260337,81000093,0,0,0,629.0,
642230260344,81000094,0,0,0,709.0,
642230257146,81000095,4,9,13,629.0,
642230257153,81000096,4,3,7,709.0,
642230260467,81000103,10,0,10,629.0,
642230260481,81000104,2,0,2,709.0,
642230260474,81000105,4,0,4,629.0,
642230260498,81000106,8,5,13,709.0,
642230260504,81000107,0,0,0,629.0,
642230260528,81000108,12,8,20,709.0,
642230260511,81000109,13,3,16,629.0,
642230260535,81000110,5,7,12,709.0,
642230260542,81000111,46,40,86,629.0,
642230260566,81000112,7,8,15,709.0,
642230260559,81000113,1,0,1,629.0,
642230260573,81000114,15,0,15,709.0,
642230260580,81000115,0,0,0,629.0,
642230260603,81000116,0,0,0,709.0,
642230260597,81000117,0,0,0,629.0,
642230259706,81000118,3,5,8,709.0,
642230260610,81000119,0,0,0,629.0,
642230260634,81000120,11,6,17,709.0,
642230260627,81000121,2,0,2,629.0,
642230259713,81000122,2,0,2,709.0,
642230260641,81000123,2,1,3,629.0,
642230260665,81000124,1,3,4,709.0,
642230260658,81000125,2,2,4,629.0,
642230259720,81000126,2,6,8,709.0,
642230261600,81000127,0,0,0,629.0,
642230261594,81000131,0,0,0,629.0,
642230260184,81000223,0,25,25,629.0,
642230260191,81000224,35,26,61,709.0,
642230261952,81000225,4,3,7,629.0,
642230261969,81000226,5,4,9,709.0,
642230261976,81000227,21,9,30,629.0,
642230261983,81000228,2,3,5,709.0,
642230261990,81000229,13,9,22,629.0,
642230262003,81000230,13,10,23,709.0,
642230262010,81000231,2,5,7,629.0,
642230262027,81000232,0,0,0,709.0,
642230262034,81000233,7,7,14,629.0,
642230262041,81000234,3,6,9,709.0,
642230262058,81000235,2,5,7,629.0,
642230262065,81000236,4,3,7,709.0,
642230260405,81000241,0,0,0,629.0,
642230261853,81000242,0,0,0,709.0,
642230260375,81000243,2,3,5,629.0,
642230261860,81000244,2,1,3,709.0,
642230258778,81000263,0,0,0,629.0,
642230258785,81000264,1,0,1,709.0,
642230260085,81000269,3,2,5,629.0,
642230260092,81000270,4,2,6,709.0,
642230260108,81000271,2,0,2,629.0,
642230260115,81000272,4,4,8,709.0,
642230260207,81000283,43,27,70,629.0,
642230260214,81000284,99,92,191,709.0,
642230261891,81000285,0,10,10,629.0,
642230261907,81000286,24,19,43,709.0,
642230260061,81000288,0,3,3,679.0,
642230260078,81000289,0,8,8,769.0,769.0
642230260306,81000295,0,0,0,629.0,
642230260320,81000296,0,0,0,709.0,
642230261495,81000307,0,0,0,859.0,
642230260993,81000309,3,5,8,859.0,
642230261013,81000310,1,0,1,969.0,
642230261402,81000314,0,0,0,859.0,
642230260689,81000316,0,0,0,859.0,
642230260702,81000317,0,0,0,969.0,
642230261464,81000322,28,12,40,899.0,
642230260887,81000324,17,5,22,899.0,
642230260900,81000325,2,3,5,989.0,
642230261525,81000329,0,0,0,899.0,
642230261068,81000331,0,0,0,899.0,
642230261082,81000332,2,17,19,989.0,
642230261426,81000336,3,2,5,899.0,
642230260733,81000338,8,0,8,899.0,
642230260757,81000339,0,5,5,989.0,
642230260955,81000343,0,2,2,939.0,
642230260962,81000344,0,0,0,1019.0,
642230261501,81000347,0,0,0,1209.0,
