itemNumber,upc,mfgModelNumber,quantity,allocated,onSale,price,currentPrice,retailMap
SI365XCA9COMP,798681669981,365XCA-9-COMP,100,False,False,697.0,697.0,799.99
AIACMUBAT160N,658175112280,ACMUBAT160N,5,False,False,102.22,102.22,119.0
AILBLRF1000B,658175114529,LBLRF1000B,0,False,False,250.0,250.0,299.0
AITIWST4382A,658175115083,TIWST4382A,0,False,False,1839.13,1839.13,2199.0
AITIWST4387A,658175115106,TIWST4387A,1,False,False,2507.61,2507.61,2999.0
AITIWST4642A,658175115120,TIWST4642A,0,False,False,2758.7,2758.7,3299.0
BEJ131C14N,082442884752,J131C14N,0,True,False,1120.0,1120.0,1349.0
BGBPR2065MCHB,043125065172,BPR20-65MCHB,0,False,False,1369.24,1369.24,1649.99
BGBPR22300PRCF,043125300211,BPR22-300PRCF,0,False,False,1840.43,1840.43,2149.99
BGBPR2265F,043125065127,BPR22-65F,0,False,False,1785.0,1785.0,2099.99
BGBPR2265PRCF,043125065134,BPR22-65PRCF,0,False,False,1840.43,1840.43,2149.99
AOMCA30MAG,602686430067,MCA30MAG,6,False,False,33.44,33.44,0.0
BL410200BKR,604544648065,410200BKR,10,False,False,38.69,38.69,0.0
BL410564BK-R,604544616903,410564BK-R,8,False,False,31.54,31.54,0.0
BL410568BK-L,604544616231,410568BK-L,10,False,False,31.54,31.54,0.0
BL410541BK-R,648018127342,410541BK-R,8,False,False,31.54,31.54,0.0
BL410700BKL,604544648003,410700BKL,9,False,False,38.69,38.69,0.0
BL410757BKR,604544648041,410757BKR,10,False,False,38.69,38.69,0.0
BL410540BK-R,648018116841,410540BK-R,9,False,False,31.54,31.54,0.0
BL410532BK-R,648018127335,410532BK-R,4,False,False,31.54,31.54,0.0
BL410503BK-L,648018013898,410503BK-L,5,False,False,31.54,31.54,0.0
BL410520BK-L,648018047909,410520BK-L,4,False,False,31.54,31.54,0.0
BL410528BK-R,648018142574,410528BK-R,1,False,False,31.54,31.54,0.0
BL410261BKR,604544648089,410261BKR,3,False,False,38.69,38.69,0.0
BL410529BK-R,648018117343,410529BK-R,1,False,False,31.54,31.54,0.0
BEJM4PX4014,082442553160,JM4PX4014,1,False,False,25.0,25.0,0.0
BEJMM9A310,082442867700,JMM9A310,2,False,False,31.0,31.0,0.0
BR12503,023614047599,12503,4,False,False,38.75,38.75,0.0
BSTHN380BLMAGFB,810083204215,THUN380BLMAGFB,0,False,False,27.06,27.06,0.0
BSTHUN40MHCMAG,810083204314,THUN40MHCMAG,2,False,False,35.29,35.29,0.0
BT358000300,754908212408,358-0003-00,0,False,False,20.33,20.33,0.0
BU200162,000381001627,200162,22,False,False,119.78,119.78,159.0
BT920451613L,662205988851,920451613L,0,True,False,480.54,480.54,0.0
BR051-497490,023614043379,051497490,1,False,False,429.0,429.0,499.99
BR035-438227,023614679349,035438227,0,True,False,1099.0,1099.0,1299.99
BR035-208226,023614258087,035208226,0,True,False,809.0,809.0,949.99
BR035-208229,023614258100,035208229,0,True,False,839.0,839.0,999.99
BEJMU22,082442808017,JMU22,0,False,False,16.0,16.0,0.0
BR035-208282,023614442820,035208282,0,False,False,809.0,809.0,949.99
BR051-448490,023614259541,051448490,1,False,False,399.0,399.0,479.99
BR035-451229,023614735205,035451229,0,False,False,2589.0,2589.0,2859.99
BR035-496211,023614739845,035496211,0,False,False,749.0,749.0,879.99
BR035-496224,023614739906,035496224,0,True,False,749.0,749.0,879.99
BR035-499294,023614740339,035499294,0,False,False,1049.0,1049.0,1229.99
BR035-440218,023614686743,035440218,0,True,False,829.0,829.0,979.99
BL417567UG,604544615609,417567UG,23,False,False,16.06,16.06,0.0
BEJ90A1M9A1F19,082442736372,J90A1M9A1F19,0,False,False,389.0,389.0,419.0
BEJM904P12,082442596433,JM904P12,2,False,False,24.0,24.0,0.0
BEJMAPX1840,082442873497,JMAPX1840,2,False,False,24.0,24.0,0.0
BR035-235218,023614067283,035235218,0,True,False,1239.0,1239.0,1449.99
BEJS92F520M,082442868851,JS92F520M,0,True,False,750.0,750.0,879.0
BEJXF4F20CA,082442885698,JXF4F20CA,1,False,False,540.0,540.0,649.0
BU200641,000381006417,200641,4,False,False,631.99,631.99,860.0
CTLG-306,610242003068,LG-306,0,False,False,233.17,233.17,289.95
CTLG-360G,610242006120,LG-360G,0,False,False,230.82,230.82,279.95
CTLG-404G,610242004829,LG-404G,0,False,False,310.89,310.89,369.95
CTLG-405,610242004058,LG-405,0,False,False,235.53,235.53,289.95
CTLG-416,610242009114,LG-416,0,False,False,164.87,164.87,204.95
CTLG-416G,610242009121,LG-416G,3,False,False,230.82,230.82,279.95
CTLG-105,610242001057,LG-105,2,False,False,164.87,164.87,204.95
CTCMR-205,610242005239,CMR-205,12,False,False,210.8,210.8,259.95
DD0100408020006,815604014052,01-004-08020-006,0,False,False,379.0,379.0,486.0
DD2810206145012,815604016551,28-102-06145-012,0,False,False,102.0,102.0,131.0
CTLG-111,610242001118,LG-111,0,False,False,164.87,164.87,204.95
DD4215907265,818773021081,42-159-07265,0,False,False,1459.0,1459.0,1871.0
DD0215707258055,818773021340,02-157-07258-055,0,True,False,2175.0,2175.0,2789.0
DD0216530063055,818773021265,02-165-30063-055,0,False,False,2175.0,2175.0,2789.0
DD0304707246,818773020824,03-047-07246,0,False,False,131.0,131.0,168.0
DD0604910697,818773020671,06-049-10697,0,False,False,115.0,115.0,147.0
DD0604911048,818773020763,06-049-11048,0,False,False,115.0,115.0,147.0
CZ11750,806703117508,11750,1,False,False,33.44,33.44,0.0
CZ91731,806703917313,91731,0,False,False,2108.07,2108.07,0.0
CD930.126,8053670719774,930.126,2,False,False,656.76,656.76,0.0
CD930.128,8053670719798,930.128,1,False,False,1042.85,1042.85,0.0
CI500.145,8053670712072,500.145,0,False,False,182.31,182.31,0.0
DEBP1054P,848456001369,BP1054P,3,False,False,8.5,8.5,0.0
CZ02345,806703023458,02345,0,False,False,688.13,688.13,0.0
CTLG-497G,610242008452,LG-497G,2,False,False,230.82,230.82,279.95
CTLG-639,610242005321,LG-639,1,False,False,182.53,182.53,229.95
CTLG-660,610242006601,LG-660,0,False,False,250.83,250.83,309.95
CTLG-497,610242008469,LG-497,5,False,False,164.87,164.87,204.95
CTLG-950,610242006847,LG-950,0,False,False,265.36,265.36,319.95
CTLL-803,610242006687,LL-803,0,False,False,210.74,210.74,259.95
CTLL-807,610242008186,LL-807,4,False,False,210.74,210.74,259.95
CTLL-808,610242008209,LL-808,0,False,False,210.74,210.74,359.95
CTLG-492G,610242006656,LG-492G,0,False,False,230.82,230.82,279.95
CTLG-433,610242000784,LG-433,0,False,False,164.87,164.87,204.95
CTLG-436,610242000586,LG-436,0,False,False,207.27,207.27,259.95
CTLG-443,610242005598,LG-443,0,False,False,164.87,164.87,204.95
CTLG-446,610242004461,LG-446,0,False,False,250.83,250.83,309.95
CTLG-448,610242001200,LG-448,0,False,False,164.87,164.87,204.95
CTLG-469,610242004638,LG-469,1,False,False,164.87,164.87,204.95
CTLG-482,610242007226,LG-482,0,False,False,164.87,164.87,204.95
CTLG-482G,610242007233,LG-482G,1,False,False,230.82,230.82,279.95
CTLG-485,610242008025,LG-485,1,False,False,164.87,164.87,204.95
CTLG-492,610242001187,LG-492,0,False,False,164.87,164.87,204.95
CZ01884,806703018843,01884,0,True,False,1410.35,1410.35,0.0
CZ01912,806703019123,01912,0,True,False,1540.3,1540.3,0.0
CTLG-429,610242000326,LG-429,0,False,False,250.83,250.83,309.95
BR12501,023614047575,12501,0,False,False,38.75,38.75,0.0
BR013-6243010,023614400677,0136243010,0,True,False,3029.0,3029.0,3529.99
BR013-531912,023614044024,013531912,0,True,False,2689.0,2689.0,3149.99
BR013-531911,023614044031,013531911,0,True,False,2689.0,2689.0,3149.99
GT34590,609224345906,12111,0,False,False,794.0,794.0,0.0
GT34686,609224346866,12123,0,False,False,276.0,276.0,0.0
GT34705,609224347054,12144,2,False,False,118.89,118.89,0.0
GT34581,609224345814,12191,0,False,False,117.78,117.78,0.0
GT34718,609224347184,12194,2,False,False,59.77,59.77,0.0
GT34759,609224347597,12142,1,False,False,118.89,118.89,0.0
GT88941,609728889418,12212,1,False,False,7.5,7.5,0.0
GT88934,609728889340,12171,3,False,False,62.07,62.07,0.0
NONAAMMTC,744253000614,NAA-MMTC,0,False,False,342.57,342.57,0.0
HK970174,642230255333,970174,0,False,False,21.0,21.0,0.0
NONAA25NAA,744253000966,NAA-25NAA,0,True,False,290.42,290.42,0.0
MRBFR454C6,761226028543,BFR454C6,0,True,False,1082.5,1082.5,0.0
NOHPTD-L,744253054361,HPTD-L,7,False,False,33.2,33.2,0.0
MRMAG4010,761226019947,MAG4010,0,False,False,41.51,41.51,0.0
RUAMER-PH7M08,736676269235,26923,0,False,False,526.0,526.0,0.0
RU6K,736676902842,90284,2,False,False,24.77,24.77,0.0
RUAMERRFTPCI22L,736676083725,8372,0,False,False,380.0,380.0,0.0
RUAMERPT350LEG,736676369003,36900,0,False,False,460.78,460.78,0.0
RI55086,4806015550860,55086,0,False,False,16.08,16.08,0.0
RI51815,4806015518150,51815,0,False,False,388.8,388.8,0.0
RI51865,4806015518655,51865,0,False,False,528.35,528.35,0.0
MRDE44,761226022756,DE44,0,True,False,1455.8,1455.8,0.0
HK81000263,642230258778,81000263,0,False,False,629.0,629.0,749.0
HK217439S,642230247284,217439S,0,False,False,32.0,32.0,0.0
HK234656S,642230249493,234656S,0,False,False,67.0,67.0,0.0
KEKSA2152,611613021520,KSA2152,0,False,False,300.39,300.39,0.0
KEKSA20460,611613204602,KSA20460,3,False,False,450.59,450.59,569.0
KAK920G,602686040228,K920G,0,False,False,28.82,28.82,0.0
KAMK620,602686060127,MK620,0,False,False,26.52,26.52,0.0
KAMK720,602686060226,MK720,10,False,False,26.52,26.52,0.0
KE00412,611613004127,KSA00412,3,False,False,22.19,22.19,0.0
KE20010,611613200109,KSA20010,0,False,False,271.63,271.63,348.0
KE800,611613100409,KSA800,3,False,False,18.82,18.82,0.0
KE802,611613100423,KSA802,4,False,False,18.82,18.82,0.0
KEKSA000010,611613000105,KSA000010,18,False,False,11.33,11.33,0.0
KTPLR22-735-10,640832001716,PLR22-735-10,4,False,False,27.11,27.11,0.0
KEKSA2243,611613022435,KSA2243,5,False,False,158.98,158.98,0.0
GLMF33009,764503009273,MF33009,5,False,False,19.2,19.2,0.0
GLMF39006,764503390067,MF39006,3,False,False,19.2,19.2,0.0
EOVDU8-32SFHC2,672294110101,VDU8-32SFHC2,1,False,False,1229.02,1229.02,1749.0
EOVUDU1-6FFPSR3,672294110026,VDU1-6FFSR3,1,False,False,943.35,943.35,1329.0
EOVUDU3-18FPMD1,672294110064,VDU3-18FFMD1,1,False,False,1229.02,1229.02,1749.0
EO558A65,672294600534,558.A65,1,False,False,572.41,572.41,699.0
FN66330-2,845737001162,66330-2,2,False,False,43.0,43.0,54.99
FN66478-20,845737006051,66478-20,0,False,False,43.0,43.0,54.99
FN66322-1,845737002558,66322-1,5,False,False,43.0,43.0,54.99
RU3BHM,736676902774,90277,4,False,False,24.77,24.77,0.0
CI340.241,8053670712454,340.241,4,False,False,208.92,208.92,0.0
RU3K,736676902811,90281,3,False,False,24.77,24.77,0.0
RU4BHM,736676902781,90278,4,False,False,24.77,24.77,0.0
MB50673,015813506731,50673,0,False,False,486.3,486.3,0.0
MB51689,015813516891,51689,0,True,False,621.04,621.04,0.0
MB50208,015813502085,50208,0,False,False,455.24,455.24,0.0
MB85331,015813853316,85331,0,True,False,569.77,569.77,0.0
MB95139,015813951395,95139,1,False,False,83.28,83.28,0.0
LWSIX8RB8.0UCIW,855148002856,SIX8RB8.0UCIW,0,False,False,1927.78,1927.78,2330.0
BR018-142914,023614737452,018142914,0,True,False,2259.0,2259.0,2649.99
BR018-163604,023614736769,018163604,0,True,False,2359.0,2359.0,2749.99
BR031-048211,023614439738,031048211,0,True,False,1099.0,1099.0,1299.99
BR018-142814,023614737438,018142814,0,True,False,2259.0,2259.0,2649.99
BR018-142813,023614737445,018142813,0,True,False,2259.0,2259.0,2649.99
BR011-413304,023614443162,011413304,0,False,False,939.0,939.0,1099.99
BR018-117304,023614679424,018117304,0,True,False,2739.0,2739.0,3199.99
BR018-0814009,023614443995,0180814009,0,True,False,4469.0,4469.0,5199.99
BR018-117814,023614737490,018117814,0,True,False,2799.0,2799.0,3279.99
BR018-117914,023614737513,018117914,0,True,False,2799.0,2799.0,3279.99
BR013-531812,023614043980,013531812,0,True,False,2689.0,2689.0,3149.99
BR018-163304,023614736745,018163304,0,True,False,2359.0,2359.0,2749.99
LWRMKIIR65B22SC,850002972405,REPRMKIIR6.5B22SC,0,True,False,3411.96,3411.96,4216.0
RU1022-BASS,736676311231,31123,0,True,False,352.54,352.54,0.0
LSATIK10R250,682146420456,ATIK10R250,2,False,False,56.32,56.32,0.0
LSATIK10R65CR,682146420975,ATIK10R65CR,0,False,False,56.32,56.32,0.0
LSATIK5R300,682146420500,ATIK5R300,0,False,False,56.32,56.32,0.0
LSATIM10R223,682146420364,ATIM10R223,1,False,False,45.88,45.88,0.0
LSATIM10R65CR,682146420937,ATIM10R65CR,0,False,False,45.88,45.88,0.0
LSATIM5R308,682146420395,ATIM5R308,0,False,False,45.88,45.88,0.0
LWICDIR5CK16CM,851154008240,ICDIR5CK16CM,2,False,False,1961.96,1961.96,2424.0
LWICDIR5CK18TM,851154008011,ICDIR5CK18TM,0,True,False,2081.52,2081.52,2571.0
LWICPSDR5B8,859530005579,ICPSDR5B8,1,False,False,2014.44,2014.44,2434.0
LWL04-0038C01,873750007861,L04-0038C01,0,False,False,18.82,18.82,25.0
LWRMKII65CKPR22,851154008196,REPRMKII6.5CKPR22,1,False,False,3965.22,3965.22,4899.0
LWICDIR5B16CM,853677007816,ICDIR5B16CM,3,False,False,1827.17,1827.17,2258.0
LSHORM70723,682146394535,HORM70723,0,False,False,759.78,759.78,0.0
RU5BHM,736676902798,90279,5,False,False,24.77,24.77,0.0
CI340.160,8053670710221,340.160,10,False,False,171.23,171.23,0.0
BU410992,000381109927,410992,3,False,False,24.5,24.5,0.0
FN20-100356,845737010171,20-100356,5,False,False,10.0,10.0,13.99
SV110UL3006,011356575814,57581,0,False,False,1251.05,1251.05,0.0
SVRENWF28,011356576040,57604,1,False,False,1293.56,1293.56,0.0
SVRENTOB,011356576071,57607,1,False,False,1293.56,1293.56,0.0
CN8010603701,696528086338,801-06037-01,2,False,False,2082.99,2082.99,2349.99
SVRENWF26,011356576057,57605,0,False,False,1293.56,1293.56,0.0
BR018-1653004,023614736660,0181653004,0,True,False,2139.0,2139.0,2499.99
BR018-1656005,023614736677,0181656005,0,True,False,2139.0,2139.0,2499.99
BR018-165813,023614736707,018165813,0,True,False,2199.0,2199.0,2579.99
SYCPX-1CBPKRD,850013592081,CPX-1CBPKRD,0,False,True,304.0,254.0,0.0
CN8010603900,696528086352,801-06039-00,1,False,False,2082.99,2082.99,2349.99
SYCPX-1CBSGRD,850013592111,CPX-1CBSGRD,0,False,True,304.0,244.0,0.0
CD930.219,8053800941273,930.219,0,False,False,368.35,368.35,0.0
MB50108,015813501088,50108,0,False,False,404.76,404.76,0.0
MB50768,015813507684,50768,0,True,False,562.98,562.98,0.0
MB28118,015813281188,28118,0,False,False,335.85,335.85,0.0
CZ11445,806703114453,11445,4,False,False,28.82,28.82,0.0
BGBPR28300PRC,043125300365,BPR28-300PRC,0,False,False,1768.37,1768.37,2099.99
BGBPR3365,043125065318,BPR33-65,1,False,False,1471.24,1471.24,1749.99
TDCR351130WT,040589027661,CR351130WT,9,False,False,409.78,409.78,0.0
TDCR471130T,040589027685,CR471130T,0,False,False,433.7,433.7,0.0
SFXD9302,706397163020,XD9302,3,False,False,452.0,452.0,0.0
CD930.244,8053800941730,930.244,0,False,False,368.35,368.35,0.0
SFXDE0908H,706397914103,XDE0908H,0,False,False,31.76,31.76,0.0
TRTR33C200155,719307403659,TR33-C-200155,1,False,False,1007.38,1007.38,0.0
TRTR31C200148,719307403758,TR31-C-200148,2,False,False,944.74,944.74,0.0
RUMC-SGP9MM,736676907199,90719,1,False,False,10.39,10.39,0.0
CH63546,678958635461,63546,0,True,False,427.01,427.01,0.0
SI8900029,798681618873,8900029,0,False,False,36.0,36.0,0.0
SI8900031,798681618880,8900031,2,False,False,36.0,36.0,0.0
CD930.232,8053800941402,930.232,0,False,False,288.41,288.41,0.0
CD930.231,8053800941396,930.231,0,False,False,302.58,302.58,0.0
BR051-564490,023614742708,051564490,3,False,False,519.0,519.0,629.99
WBMCM01N257WL8B,747115441921,MCM01N257WL8B,0,False,False,2251.07,2251.07,2649.0
WBMAM01N300WL8B,747115440276,MAM01N300WL8B,1,False,False,1825.93,1825.93,2199.0
TRTR33C200149,719307403611,TR33-C-200149,1,False,False,1007.38,1007.38,0.0
WBMCD01N240WR6B,747115441587,MCD01N240WR6B,3,False,False,2057.31,2057.31,2399.0
LSHSCF65GRN,682146118384,HSCF65GRN,10,False,True,1250.0,1189.78,0.0
LSHTSP65PRCUSA,682146399882,HTSP65PRCUSA,0,False,False,1009.78,1009.78,0.0
CN8010102600,696528087601,801-01026-00,1,False,False,1637.99,1637.99,1879.99
TRCRHX1056C2928,719307403338,CRHX1056-C-2900028,1,False,False,728.65,728.65,0.0
TRTM3056C300013,719307403468,TM3056-C-3000013,1,False,False,1701.58,1701.58,0.0
CZ02371,806703023717,02371,0,False,False,672.15,672.15,0.0
TRHR940C2700005,719307402935,HR940-C-2700005,2,False,False,423.83,423.83,0.0
TRHR940C2700006,719307402942,HR940-C-2700006,1,False,False,423.83,423.83,0.0
TRTM2550C300011,719307403499,TM2550-C-3000011,2,False,False,1271.49,1271.49,0.0
TRTMHX1844C3001,719307403543,TMHX1844-C-3000001,1,False,False,1398.84,1398.84,0.0
WBMCD01N65CMR4B,747115441594,MCD01N65CMR4B,4,False,False,2057.31,2057.31,2399.0
SFXDG0923BS,706397901714,XDG0923BS,2,False,False,28.24,28.24,0.0
SFXD1924,706397877033,XD1924,0,False,False,20.0,20.0,0.0
SFXD4546,706397872045,XD4546,4,False,False,28.24,28.24,0.0
RUKM77LGS308,736676068210,6821,0,True,False,1012.0,1012.0,0.0
RUKRBN-45X,736676004751,0475,0,True,False,772.09,772.09,0.0
RUHKM77LRH6.5CR,736676471980,47198,0,False,False,1073.0,1073.0,0.0
RUJHX-2,736676903979,90397,5,False,False,21.88,21.88,0.0
RURACOMPMAG457,736676906369,90636,0,False,False,24.77,24.77,0.0
RURACOMPMAG910,736676906178,90617,4,False,False,24.77,24.77,0.0
RURACOMPMAG912,736676906185,90618,2,False,False,24.77,24.77,0.0
RURA-9MM-MAG10,736676905140,90514,0,False,False,24.77,24.77,0.0
RUP19/10,736676903252,90325,0,False,False,28.22,28.22,0.0
RUSECURITY9CM10,736676906673,90667,18,False,False,24.77,24.77,0.0
SIMAG2274510,798681464784,MAG-227-45-10,5,False,False,38.0,38.0,0.0
RUVS00590,736676903412,90341,9,False,False,5.49,5.49,0.0
RUSECURITY9CMVP,736676906864,90686,0,False,False,39.75,39.75,0.0
RUMAG-MKII-LRT8,736676901449,90144,1,False,False,51.23,51.23,0.0
RULCP-VL,736676037520,3752,0,False,False,289.0,289.0,0.0
SVAII270O,011356574862,57486,6,False,False,400.82,400.82,0.0
SVA22BBWHFB,062654472176,47217,7,False,False,430.17,430.17,0.0
SVA22BSSSB,062654472169,47216,9,False,False,293.53,293.53,0.0
SVAIIYC243,011356573858,57385,0,True,False,361.35,361.35,0.0
SVAIIYCXP243,011356570994,57099,0,False,False,400.82,400.82,0.0
SV212TURKEY,011356573827,57382,14,False,False,655.89,655.89,0.0
SV64TDL,062654402104,40210,0,False,False,209.78,209.78,0.0
RUSECURITY9CMAD,736676906680,90668,8,False,False,6.71,6.71,0.0
SIGRIPMOCA45MBK,798681577125,GRIP-MOD-CA-45-M-BLK,2,False,False,36.0,36.0,0.0
SIGRIPMOC943SBK,798681519439,GRIP-MOD-C-943-SM-BLK,0,False,False,36.0,36.0,0.0
SIGRIPMOC943MBK,798681519422,GRIP-MOD-C-943-M-BLK,3,False,False,36.0,36.0,0.0
SFXDG0940BS,706397901745,XDG0940BS,2,False,False,28.24,28.24,0.0
SFXDG4546,706397900748,XDG4546,0,False,False,28.24,28.24,0.0
SFXDG4547,706397901011,XDG4547,0,False,False,28.24,28.24,0.0
SFXDM0923,706397915971,XDM0923,0,False,False,23.53,23.53,0.0
SFXDM5020,706397887841,XDM5020,1,False,False,20.0,20.0,0.0
SFXDS5006,706397897901,XDS5006,0,False,False,28.24,28.24,0.0
SCAC88,817272010244,AC88,0,False,False,5.85,5.85,7.65
SCAC2603,816413025161,AC2603,7,False,False,57.85,57.85,75.65
SFPG6806,706397917654,PG6806,5,False,False,18.82,18.82,0.0
SFPI0920,706397851415,PI0920,0,False,False,28.24,28.24,0.0
SFPI6071,706397867294,PI6071,0,False,False,20.0,20.0,0.0
SFMA5018,706397250188,MA5018,0,False,False,28.24,28.24,0.0
SISOT61231,798681600342,SOT61231,24,False,True,1289.99,1212.59,1699.99
SISOR43011,798681567843,SOR43011,0,False,True,288.99,271.65,379.99
SISOR43013,798681595679,SOR43013,0,False,True,279.5,262.73,389.99
SISOZ52101,798681585991,SOZ52101,3,False,True,356.99,335.57,489.99
SISOJ61001,798681581375,SOJ61001,0,False,False,350.69,350.69,479.99
SIMAG191198,798681539451,MAG-1911-9-8,6,False,False,23.0,23.0,0.0
SIMAG20224310,798681111282,MAG-2022-43-10,2,False,False,38.0,38.0,0.0
SIMAG225A98,798681552733,MAG-225A-9-8,10,False,False,38.0,38.0,0.0
SIMAG2264312,798681222186,MAG-226-43-12,2,False,False,38.0,38.0,0.0
SICALX320C357,798681511433,CALX-320C-357-BSS,3,False,False,315.5,315.5,0.0
SICALX320F9BSS,798681511518,CALX-320F-9-BSS,0,False,False,315.5,315.5,0.0
HNH015-450,619835400246,H015-450,0,True,False,406.52,406.52,0.0
BU410668,000381106681,410668,2,False,False,50.75,50.75,0.0
BU410661,000381106612,410661,4,False,False,50.75,50.75,0.0
AIACMPAN14PCW,658175531050,ACMPAN14PCW,2,False,False,82.02,82.02,0.0
CN8010400100,810651029301,801-04001-00,2,False,False,2251.99,2251.99,2599.99
CN8010600100,810651029417,801-06001-00,1,False,False,1993.99,1993.99,2249.99
CN8010600101,810651029820,801-06001-01,1,False,False,1993.99,1993.99,2249.99
CN8010600300,810651029424,801-06003-00,0,False,False,1993.99,1993.99,2249.99
CN8010600400,810651029431,801-06004-00,1,False,False,1993.99,1993.99,2249.99
CN8010200400,810651029066,801-02004-00,0,False,False,1412.99,1412.99,1599.99
CN8010201200,810651029622,801-02012-00,0,False,False,1412.99,1412.99,1599.99
CN8010300600,810651029295,801-03006-00,0,False,False,2126.99,2126.99,2399.99
WI512367601,048702017087,512367601,0,True,False,329.0,329.0,0.0
WI512394692,048702018336,512394692,7,False,True,369.0,319.0,0.0
CN8010200100,810651029035,801-02001-00,0,False,False,1412.99,1412.99,1599.99
WI512394391,048702018305,512394391,17,False,True,349.0,309.0,0.0
WI511212292,048702008955,511212292,0,False,False,879.0,879.0,0.0
WI511212392,048702008979,511212392,0,False,False,789.0,789.0,0.0
WI511214290,048702010088,511214290,0,False,False,879.0,879.0,0.0
WI512296393,048702004339,512296393,0,False,False,369.0,369.0,0.0
WI512357690,048702010569,512357690,2,False,False,399.0,399.0,0.0
WBMWM01N240WR4T,747115441037,MWM01N240WR4T,0,False,False,1362.04,1362.04,1599.0
WBMWM01N270WR6T,747115441075,MWM01N270WR6T,2,False,False,1362.04,1362.04,1599.0
WBMWM01N300WR6T,747115441105,MWM01N300WR6T,1,False,False,1362.04,1362.04,1599.0
WBMWM01N653WR6T,747115441082,MWM01N653WR6T,1,False,False,1362.04,1362.04,1549.0
WBMWM01N65RWR4T,747115441051,MWM01N65RWR4T,0,False,False,1362.04,1362.04,1549.0
WI511251291,048702018633,511251291,0,True,False,819.0,819.0,0.0
CN112113157232,810651027383,CA11211-3157232,0,False,False,2672.99,2672.99,3099.99
CN101543130236,810651023095,CA10154-3130236,0,False,False,2671.91,2671.91,3145.0
CNCA10270482481,810651025464,CA10270-482481,0,False,False,2251.99,2251.99,2599.99
BU201051,000381010513,201051,3,False,False,742.46,742.46,899.0
BU410605,000381106056,410605,9,False,False,16.42,16.42,0.0
BU410625,000381106254,410625,2,False,False,17.64,17.64,0.0
BU410991,000381109910,410991,2,False,False,24.5,24.5,0.0
CARI3321-N,787450515994,RI3321-N,0,False,False,905.43,905.43,1099.99
CD930.089,8053670717534,930.089,2,False,False,614.26,614.26,0.0
BU420578,000381205780,420578,2,False,False,46.92,46.92,0.0
BU420585,000381205858,420585,2,False,False,48.83,48.83,0.0
BU420588,000381205889,420588,2,False,False,48.83,48.83,0.0
CNCA10266175461,810651024634,CA10266-175461,0,False,False,2119.99,2119.99,2495.0
CNCA10266275461,810651024627,CA10266-275461,2,False,False,2251.99,2251.99,2599.99
CNCA10268815335,810651025068,CA10268-815335,1,False,False,4424.99,4424.99,5499.99
CNCA10268H14235,810651024825,CA10268-H14235,1,False,False,4424.99,4424.99,5499.99
CNCA10269215425,810651026089,CA10269-215425,1,False,False,4424.99,4424.99,5499.99
CN8011000500,696528086628,801-10005-00,2,False,False,2126.99,2126.99,2449.99
CN8010604101,810651029806,801-06041-01,3,False,False,1771.99,1771.99,1999.99
CN8010800105,810651029691,801-08001-05,1,False,False,4424.99,4424.99,5499.99
CNCA10269H14225,810651025648,CA10269-H14225,0,False,False,4424.99,4424.99,5499.99
CNCA10299915211,810651028038,CA10299-915211,1,False,False,1771.99,1771.99,1999.99
CNCA10299915213,810651028397,CA10299-915213,0,False,False,1771.99,1771.99,1999.99
CNCA10299A14313,810651028434,CA10299-A14313,3,False,False,1771.99,1771.99,1999.99
CNCA10299P15413,810651028496,CA10299-P15413,1,False,False,1771.99,1771.99,1999.99
CNCA10299Y12711,810651029011,CA10299-Y12711,2,False,False,1860.99,1860.99,2099.99
WBMWB01N270WR6T,747115441204,MWB01N270WR6T,2,False,False,1362.04,1362.04,1549.0
BU420180,000381201805,420180,6,False,False,45.0,45.0,0.0
WBMWB01N65CMR2T,747115441174,MWB01N65CMR2T,1,False,False,1362.04,1362.04,1549.0
WBMWL01N240WR6B,747115440672,MWL01N240WR6B,1,False,False,1652.68,1652.68,1999.0
TRMROC2200017,719307630499,MRO-C-2200017,1,False,False,529.26,529.26,0.0
TDSAT73-103,040589021201,SAT73-103,0,True,False,580.55,580.55,0.0
TDSAT73-005,040589022734,SAT73-005,0,True,False,475.65,475.65,0.0
WA5120729,723364214585,5120729,0,False,False,315.0,315.0,0.0
WA5100303,723364207280,5100303,0,False,False,329.99,329.99,0.0
WI112098800,048702010736,112098800,0,False,False,15.2,15.2,0.0
WI112098801,048702010743,112098801,2,False,False,15.2,15.2,0.0
WBVYT65CMR0O,747115431564,VYT65CMR0O,0,False,False,510.24,510.24,0.0
WBVDT257WR6O,747115431250,VDT257WR6O,0,False,False,708.37,708.37,0.0
TRTR26C200110,719307401860,TR26-C-200110,0,False,False,818.43,818.43,0.0
TRRM44,719307606258,RM44,0,False,False,67.98,67.98,0.0
WA2796449,723364200410,2796449,3,False,False,35.0,35.0,0.0
WA2246009,723364203268,2246009,0,False,False,32.5,32.5,0.0
WA2807793,723364210471,2807793,2,False,False,32.5,32.5,0.0
WA281329710,723364210570,281329710,0,False,False,199.0,199.0,0.0
TS24176,713780241760,24176,0,False,False,614.12,614.12,0.0
TS25122,713780251226,25122,0,False,True,581.51,541.51,0.0
SFXDS5005H,706397920036,XDS5005H,3,False,False,20.0,20.0,0.0
SFXDSG5006Y,706397926113,XDSG5006Y,0,False,False,28.24,28.24,0.0
